"Previous.National.Ranking","Name","Hometown","Position","Height.Weight","Rating","All Ratings","National.Ranking","Position.Ranking","State.Ranking","player.id","Season"
"36","Gligorije Rakocevic"," Cantwell Sacred Heart Of Mary (Montebello, CA)  "," C "," 6-10 / 255 ","84"," 367 36 31 ","367","36","31","gligorije-rakocevic",2015
"29","Christian Romine"," Mahomet-seymour (Mahomet, IL)  "," C "," 6-10 / 215 ","84"," 296 29 18 ","296","29","18","christian-romine",2015
"28","Nikola Marijan"," Impact Academy (Sarasota, FL)  "," C "," 7-0 / 238 ","84"," 293 28 34 ","293","28","34","nikola-marijan",2015
"27","Nathan Fowler"," Archbishop Moeller (Cincinnati, OH)  "," C "," 6-9 / 240 ","84"," 275 27 7 ","275","27","7","nathan-fowler",2015
"32","Dante Hales-Williams"," Bowie (Arlington, TX)  "," C "," 6-11 / 210 ","83"," 323 32 27 ","323","32","27","dante-hales-williams",2015
"35","Rickey Brice"," Pantego Christian Academy (Arlington, TX)  "," C "," 6-11 / 225 ","83"," 366 35 29 ","366","35","29","rickey-brice",2015
"38","Nick McGlynn"," Stoughton (Stoughton, WI)  "," C "," 6-7 / 210 ","83"," 403 38 10 ","403","38","10","nick-mcglynn",2015
"1","Lonzo Ball"," Chino Hills (Chino, CA)  "," PG "," 6-6 / 170 ","101"," 3 1 1 ","3","1","1","lonzo-ball",2016
"4","Frank Jackson"," Lone Peak (American Fork, UT)  "," PG "," 6-3 / 180 ","100"," 13 4 1 ","13","4","1","frank-jackson",2016
"2","De'Aaron Fox"," Cy Lakes (Katy, TX)  "," PG "," 6-3 / 171 ","99"," 6 2 1 ","6","2","1","de'aaron-fox",2016
"3","Dennis Smith Jr."," Trinity Christian School (Fayetteville, NC)  "," PG "," 6-2 / 180 ","99"," 7 3 1 ","7","3","1","dennis-smithjr",2016
"7","Ty Jerome"," Iona Preparatory School (New Rochelle, NY)  "," PG "," 6-4 / 175 ","97"," 44 7 2 ","44","7","2","ty-jerome",2016
"6","Alterique Gilbert"," Miller Grove (Lithonia, GA)  "," PG "," 5-10 / 155 ","97"," 32 6 2 ","32","6","2","alterique-gilbert",2016
"5","Cassius Winston"," University Of Detroit Jesuit HS (Detroit, MI)  "," PG "," 6-2 / 194 ","97"," 31 5 2 ","31","5","2","cassius-winston",2016
"14","Markus Howard"," Findlay Prep (Gilbert, AZ)  "," PG "," 5-11 / 170 ","96"," 68 14 2 ","68","14","2","markus-howard",2016
"12","JJ Caldwell"," Cy Woods (Cypress, TX)  "," PG "," 5-11 / 180 ","94"," 64 12 8 ","64","12","8","jj-caldwell",2016
"20","T.J. Gibbs"," Seton Hall Preparatory School (West Orange, NJ)  "," PG "," 6-3 / 190 ","93"," 88 20 4 ","88","20","4","tj-gibbs",2016
"9","Payton Pritchard"," West Linn (West Linn, OR)  "," PG "," 6-0 / 188 ","92"," 54 9 1 ","54","9","1","payton-pritchard",2016
"18","Myles Powell"," South Kent School (Trenton, NJ)  "," PG "," 6-1 / 200 ","92"," 81 18 1 ","81","18","1","myles-powell",2016
"11","Anthony Cowan"," St. John's College HS (Bowie, MD)  "," PG "," 6-0 / 170 ","92"," 62 11 1 ","62","11","1","anthony-cowan",2016
"8","Tony Carr"," Roman Catholic (Philadelphia, PA)  "," PG "," 6-4 / 200 ","92"," 51 8 1 ","51","8","1","tony-carr",2016
"21","Jared Harper"," Pebblebrook (Atlanta, GA)  "," PG "," 5-11 / 155 ","92"," 90 21 6 ","90","21","6","jared-harper",2016
"10","Markell Johnson"," East Technical (Cleveland, OH)  "," PG "," 6-1 / 170 ","91"," 58 10 5 ","58","10","5","markell-johnson",2016
"15","Jaylen Fisher"," Bolton (Arlington, TN)  "," PG "," 6-2 / 170 ","91"," 69 15 2 ","69","15","2","jaylen-fisher",2016
"13","Zavier Simpson"," Lima Senior (Lima, OH)  "," PG "," 5-11 / 165 ","91"," 67 13 7 ","67","13","7","zavier-simpson",2016
"23","Jacob Young"," Yates (Houston, TX)  "," PG "," 6-1 / 190 ","91"," 106 23 9 ","106","23","9","jacob-young",2016
"36","Breein Tyree"," St Joseph (Metuchen, NJ)  "," PG "," 6-2 / 186 ","91"," 179 36 7 ","179","36","7","breein-tyree",2016
"17","Quentin Goodin"," Taylor County (Campbellsville, KY)  "," PG "," 6-3 / 175 ","91"," 78 17 1 ","78","17","1","quentin-goodin",2016
"16","Charlie Moore"," Morgan Park (Chicago, IL)  "," PG "," 5-10 / 160 ","90"," 71 16 1 ","71","16","1","charlie-moore",2016
"34","Kwe Parker"," Wesleyan Christian (Wade, NC)  "," PG "," 6-2 / 172 ","90"," 173 34 5 ","173","34","5","kwe-parker",2016
"22","Lamar Peters"," Landry-Walker (New Orleans, LA)  "," PG "," 6-0 / 165 ","90"," 97 22 4 ","97","22","4","lamar-peters",2016
"29","Payton Willis"," Fayetteville (Fayetteville, AR)  "," PG "," 6-4 / 175 ","89"," 149 29 3 ","149","29","3","payton-willis",2016
"26","Maliek White"," George Wythe (Richmond, VA)  "," PG "," 6-2 / 170 ","89"," 127 26 8 ","127","26","8","maliek-white",2016
"27","Devearl Ramsey"," Sierra Canyon (Chatsworth, CA)  "," PG "," 5-11 / 175 ","89"," 130 27 8 ","130","27","8","devearl-ramsey",2016
"35","Koby McEwen"," Wasatch Academy (Mount Pleasant, UT)  "," PG "," 6-3 / 180 ","89"," 175 35 5 ","175","35","5","koby-mcewen",2016
"25","Carsen Edwards"," Atascocita (Humble, TX)  "," PG "," 6-0 / 175 ","89"," 118 25 10 ","118","25","10","carsen-edwards",2016
"19","Bryce Aiken"," St. Patrick (Elizabeth, NJ)  "," PG "," 5-9 / 150 ","89"," 86 19 3 ","86","19","3","bryce-aiken",2016
"33","Jordan Bone"," Ensworth (Nashville, TN)  "," PG "," 6-2 / 165 ","89"," 171 33 5 ","171","33","5","jordan-bone",2016
"30","Jordan Ford"," Folsom (Folsom, CA)  "," PG "," 6-0 / 150 ","89"," 154 30 11 ","154","30","11","jordan-ford",2016
"24","CJ Walker"," Arsenal Technical (Indianapolis, IN)  "," PG "," 6-0 / 180 ","89"," 113 24 4 ","113","24","4","cj-walker",2016
"37","Brandon Childress"," Wesleyan Christian (Winston Salem, NC)  "," PG "," 6-0 / 170 ","89"," 192 37 8 ","192","37","8","brandon-childress",2016
"32","Dillon Mitchell"," White Station (Memphis, TN)  "," PG "," 6-0.5 / 191 ","88"," 169 32 4 ","169","32","4","dillon-mitchell",2016
"39","Milan Acquaah"," Cathedral (Los Angeles, CA)  "," PG "," 6-2 / 185 ","88"," 199 39 16 ","199","39","16","milan-acquaah",2016
"31","Alani Moore"," Friendship Academy (Hyattsville, MD)  "," PG "," 5-10 / 160 ","88"," 164 31 2 ","164","31","2","alani-moore",2016
"38","Devonte Green"," Long Island Lutheran (Manhasset, NY)  "," PG "," 6-2 / 175 ","88"," 197 38 5 ","197","38","5","devonte-green",2016
"44","Daquan Bracey"," St. Frances Academy (Baltimore, MD)  "," PG "," 5-11 / 170 ","88"," 240 44 2 ","240","44","2","daquan-bracey",2016
"42","Colin Slater"," Immanuel Schools (Reedley, CA)  "," PG "," 6-0 / 175 ","88"," 233 42 24 ","233","42","24","colin-slater",2016
"28","Te'Jon Lucas"," Washington Information Technology (Milwaukee, WI)  "," PG "," 6-0 / 155 ","87"," 138 28 3 ","138","28","3","te'jon-lucas",2016
"45","Cartier Diarra"," West Florence (Florence, SC)  "," PG "," 6-4 / 180 ","87"," 255 45 3 ","255","45","3","cartier-diarra",2016
"43","Isiah Brown"," Lakeside (Nine Mile Falls, WA)  "," PG "," 6-1 / 165 ","87"," 236 43 5 ","236","43","5","isiah-brown",2016
"46","Ty Graves"," Page (Greensboro, NC)  "," PG "," 5-11 / 160 ","87"," 261 46 10 ","261","46","10","ty-graves",2016
"41","Justin Moore"," Mission Bay (San Diego, CA)  "," PG "," 6-3 / 155 ","87"," 218 41 20 ","218","41","20","justin-moore",2016
"56","Keon Clergeot"," Auburndale Senior (Winter Haven, FL)  "," PG "," 6-1 / 160 ","86"," 295 56 17 ","295","56","17","keon-clergeot",2016
"90","Darnell Rogers"," Indian Land (Fort Mill, SC)  "," PG "," 5-3 / 140 ","86"," 394 90 7 ","394","90","7","darnell-rogers",2016
"50","NyRhique Smith"," Frederick Douglass (Eatontown, NJ)  "," PG "," 6-3 / 173 ","86"," 282 50 5 ","282","50","5","nyrhique-smith",2016
"61","Jordan Shepherd"," Asheville Christian Academy (Swannanoa, NC)  "," PG "," 6-3 / 175 ","86"," 313 61 14 ","313","61","14","jordan-shepherd",2016
"47","Ako Adams"," Bishop O'Connell (Arlington, VA)  "," PG "," 6-3 / 165 ","85"," 276 47 23 ","276","47","23","ako-adams",2016
"92","Trevor Anderson"," Stevens Point Area Senior (Stevens Point, WI)  "," PG "," 6-1 / 175 ","85"," 408 92 5 ","408","92","5","trevor-anderson",2016
"68","C.J. Hedgepeth"," North (Evansville, IN)  "," PG "," 6-0 / 175 ","85"," 330 68 9 ","330","68","9","cj-hedgepeth",2016
"49","Asante Gist"," St Anthony (Roselle, NJ)  "," PG "," 5-11 / 170 ","85"," 279 49 10 ","279","49","10","asante-gist",2016
"53","Rashond Salnave"," Benjamin Cardozo (Bayside, NY)  "," PG "," 6-2 / 175 ","85"," 291 53 6 ","291","53","6","rashond-salnave",2016
"60","Jordan Bohannon"," Linn-Mar (Marion, IA)  "," PG "," 6-0 / 170 ","85"," 312 60 3 ","312","60","3","jordan-bohannon",2016
"57","Thomas Dziagwa"," Tampa Catholic (Tampa, FL)  "," PG "," 6-4 / 180 ","85"," 304 57 19 ","304","57","19","thomas-dziagwa",2016
"58","Dondre Griffin"," Knightdale (Raleigh, NC)  "," PG "," 6-4 / 190 ","85"," 306 58 13 ","306","58","13","dondre-griffin",2016
"93","John Pettway"," Keith Middle-high Sch (Orrville, AL)  "," PG "," 6-2 / 180 ","85"," 409 93 7 ","409","93","7","john-pettway",2016
"94","Jerrick Harding"," Southeast (Wichita, KS)  "," PG "," 6-1 / 175 ","85"," 410 94 5 ","410","94","5","jerrick-harding",2016
"59","Justin Roberts"," Lawrence (Lawrence, KS)  "," PG "," 5-9 / 165 ","85"," 308 59 2 ","308","59","2","justin-roberts",2016
"54","Malachi Flynn"," Bellarmine Prep (Tacoma, WA)  "," PG "," 6-1 / 180 ","85"," 293 54 8 ","293","54","8","malachi-flynn",2016
"66","Ky Bowman"," Havelock (Havelock, NC)  "," PG "," 6-1 / 175 ","85"," 324 66 16 ","324","66","16","ky-bowman",2016
"69","D'Mitrik Trice"," IMG Academy (Dayton, OH)  "," PG "," 5-11 / 165 ","85"," 333 69 20 ","333","69","20","d'mitrik-trice",2016
"55","Brandon Averette"," Richardson (Richardson, TX)  "," PG "," 5-11 / - ","85"," 294 55 19 ","294","55","19","brandon-averette",2016
"95","Wolfgang Novogratz"," Harvard Westlake (Brooklyn, NY)  "," PG "," 6-3 / 170 ","84"," 416 95 12 ","416","95","12","wolfgang-novogratz",2016
"62","Jair Bolden"," Westtown School (Norristown, PA)  "," PG "," 6-3 / 190 ","84"," 315 62 8 ","315","62","8","jair-bolden",2016
"63","Dashawn McDowell"," Southeast (Oklahoma City, OK)  "," PG "," 6-4 / 165 ","84"," 316 63 4 ","316","63","4","dashawn-mcdowell",2016
"91","Juwan McCloud"," Menomonee Falls (Menomonee Falls, WI)  "," PG "," 5-10 / 150 ","84"," 399 91 4 ","399","91","4","juwan-mccloud",2016
"64","Devin Gage"," Curie Metropolitan (Chicago, IL)  "," PG "," 6-2 / 170 ","84"," 319 64 9 ","319","64","9","devin-gage",2016
"98","Christian Juzang"," Viewpoint School (Calabasas, CA)  "," PG "," 6-2 / 170 ","83"," 423 98 47 ","423","98","47","christian-juzang",2016
"65","Shawn Williams"," Southwest Christian Academy (Maumelle, AR)  "," PG "," 6-1 / 160 ","83"," 323 65 5 ","323","65","5","shawn-williams",2016
"67","Jalen Harris"," Word Of God Christian Academy (Raleigh, NC)  "," PG "," 6-1 / 165 ","83"," 325 67 17 ","325","67","17","jalen-harris",2016
"88","Tyrie Jackson"," Tift County (Tifton, GA)  "," PG "," 6-1 / 180 ","83"," 388 88 19 ","388","88","19","tyrie-jackson",2016
"96","Nelson Kaputo"," St Michael Academy (Toronto, ON)  "," PG "," 6-0 / 170 ","82"," 418 96 13 ","418","96","13","nelson-kaputo",2016
"89","Michael Bibby"," Shadow Mountain (Phoenix, AZ)  "," PG "," 6-1 / 160 ","82"," 390 89 6 ","390","89","6","michael-bibby",2016
"1","Josh Jackson"," Justin-Siena (Detroit, MI)  "," SG "," 6-7 / 202 ","102"," 1 1 1 ","1","1","1","josh-jackson",2016
"2","Terrance Ferguson"," Advanced Preparatory International (Dallas, TX)  "," SG "," 6-7 / 180 ","99"," 16 2 3 ","16","2","3","terrance-ferguson",2016
"3","Joshua Langford"," Madison Academy (Madison, AL)  "," SG "," 6-5 / 200 ","98"," 19 3 1 ","19","3","1","joshua-langford",2016
"4","Rawle Alkins"," Word Of God Christian Academy (Middle Village, NY)  "," SG "," 6-5 / 210 ","98"," 21 4 1 ","21","4","1","rawle-alkins",2016
"5","Tyus Battle"," Gill St Bernard S School (Edison, NJ)  "," SG "," 6-6 / 205 ","97"," 34 5 1 ","34","5","1","tyus-battle",2016
"8","Jarron Cumberland"," Wilmington (Wilmington, OH)  "," SG "," 6-4 / 200 ","96"," 56 8 4 ","56","8","4","jarron-cumberland",2016
"6","Kameron McGusty"," Seven Lakes (Katy, TX)  "," SG "," 6-5 / 170 ","96"," 41 6 6 ","41","6","6","kameron-mcgusty",2016
"9","Brandon Robinson"," Douglas County (Douglasville, GA)  "," SG "," 6-5 / 160 ","94"," 60 9 3 ","60","9","3","brandon-robinson",2016
"11","Trent Forrest"," Chipley (Chipley, FL)  "," SG "," 6-3 / 185 ","93"," 70 11 6 ","70","11","6","trent-forrest",2016
"7","Amir Coffey"," Hopkins  (Hopkins, MN)  "," SG "," 6-8 / 190 ","92"," 49 7 1 ","49","7","1","amir-coffey",2016
"10","Kevin Huerter"," Shenendehowa (Clifton Park, NY)  "," SG "," 6-6 / 170 ","92"," 65 10 4 ","65","10","4","kevin-huerter",2016
"15","JaQuori McLaughlin"," Peninsula (Gig Harbor, WA)  "," SG "," 6-2 / 165 ","92"," 95 15 2 ","95","15","2","jaquori-mclaughlin",2016
"27","Tyson Jolly"," Putnam City West (Oklahoma City, OK)  "," SG "," 6-4 / 200 ","91"," 165 27 3 ","165","27","3","tyson-jolly",2016
"13","Eli Wright"," Apollo (Owensboro, KY)  "," SG "," 6-4 / 170 ","90"," 80 13 2 ","80","13","2","eli-wright",2016
"14","De'Andre Hunter"," Friends' Central School (Philadelphia, PA)  "," SG "," 6-7 / 180 ","90"," 91 14 2 ","91","14","2","de'andre-hunter",2016
"22","Eric Hester"," Oldsmar Christian School (Oldsmar, FL)  "," SG "," 6-3 / 175 ","90"," 140 22 9 ","140","22","9","eric-hester",2016
"12","Jonah Mathews"," Santa Monica (Santa Monica, CA)  "," SG "," 6-2 / 165 ","90"," 79 12 5 ","79","12","5","jonah-mathews",2016
"16","Tyson Carter"," Starkville (Starkville, MS)  "," SG "," 6-4 / 170 ","90"," 96 16 2 ","96","16","2","tyson-carter",2016
"28","Donte Fitzpatrick"," Elev8 Sports Institute (Memphis, TN)  "," SG "," 6-5 / 175 ","90"," 178 28 11 ","178","28","11","donte-fitzpatrick",2016
"18","Jakolby Long"," Mustang (Mustang, OK)  "," SG "," 6-4 / 200 ","89"," 124 18 2 ","124","18","2","jakolby-long",2016
"17","Zach Norvell Jr."," Simeon (Chicago, IL)  "," SG "," 6-4 / 185 ","89"," 103 17 2 ","103","17","2","zach-norvelljr",2016
"24","Eron Gordon"," North Central (Indianapolis, IN)  "," SG "," 6-2 / 170 ","89"," 157 24 5 ","157","24","5","eron-gordon",2016
"37","De'Monte Buckingham"," Henrico (Richmond, VA)  "," SG "," 6-3 / 185 ","89"," 205 37 15 ","205","37","15","de'monte-buckingham",2016
"52","Cameron Satterwhite"," Gilbert Christian (Gilbert, AZ)  "," SG "," 6-3 / 170 ","89"," 256 52 3 ","256","52","3","cameron-satterwhite",2016
"26","Lindy Waters"," Brewster Academy (Norman, OK)  "," SG "," 6-5 / 180 ","89"," 162 26 4 ","162","26","4","lindy-waters",2016
"49","Reggie Todd"," Blount (Mobile, AL)  "," SG "," 6-5 / 192 ","89"," 246 49 3 ","246","49","3","reggie-todd",2016
"21","Kobe Paras"," Cathedral (Los Angeles, CA)  "," SG "," 6-5 / 190 ","89"," 137 21 10 ","137","21","10","kobe-paras",2016
"19","Jordan Harris"," Seminole County (Donalsonville, GA)  "," SG "," 6-4 / 165 ","89"," 128 19 8 ","128","19","8","jordan-harris",2016
"23","Kamar Baldwin"," Apalachee (Winder, GA)  "," SG "," 6-2 / 175 ","89"," 155 23 10 ","155","23","10","kamar-baldwin",2016
"56","Jordan Bowden"," 22 Feet Academy  (Knoxville, TN)  "," SG "," 6-5 / 175 ","89"," 262 56 4 ","262","56","4","jordan-bowden",2016
"45","Bitumba Baruti"," Mountain Mission School (Grundy, VA)  "," SG "," 6-6 / 210 ","88"," 241 45 18 ","241","45","18","bitumba-baruti",2016
"46","Christian Terrell"," Sacramento (Sacramento, CA)  "," SG "," 6-4 / 175 ","88"," 242 46 25 ","242","46","25","christian-terrell",2016
"33","Elijah Hughes"," South Kent School (Beacon, NY)  "," SG "," 6-5 / 205 ","88"," 200 33 4 ","200","33","4","elijah-hughes",2016
"31","Brandon Cyrus"," La Lumiere School (Encinitas, CA)  "," SG "," 6-4 / 180 ","88"," 195 31 15 ","195","31","15","brandon-cyrus",2016
"63","Kieran Hayward"," St. Joseph's College (Sydney, SW)  "," SG "," 6-5 / 187 ","88"," 327 63 5 ","327","63","5","kieran-hayward",2016
"44","Ibi Watson"," Pickerington Central (Pickerington, OH)  "," SG "," 6-4 / 180 ","88"," 239 44 15 ","239","44","15","ibi-watson",2016
"35","Devon Daniels"," Prolific Prep (Kalamazoo, MI)  "," SG "," 6-4 / 185 ","88"," 203 35 4 ","203","35","4","devon-daniels",2016
"42","Saul Phiri"," Putnam Science Academy (Haverhill, MA)  "," SG "," 6-4 / 210 ","88"," 229 42 5 ","229","42","5","saul-phiri",2016
"39","Leland Green"," Redondo (Redondo Beach, CA)  "," SG "," 6-2 / 165 ","88"," 217 39 19 ","217","39","19","leland-green",2016
"36","Frankie Hughes"," Garfield Heights (Cleveland, OH)  "," SG "," 6-3 / 170 ","88"," 204 36 12 ","204","36","12","frankie-hughes",2016
"29","Josh Okogie"," Shiloh (Snellville, GA)  "," SG "," 6-5 / 185 ","88"," 182 29 11 ","182","29","11","josh-okogie",2016
"41","Malik Crowfield"," Riverside Academy (Reserve, LA)  "," SG "," 6-4 / 175 ","87"," 225 41 9 ","225","41","9","malik-crowfield",2016
"25","Jagan Mosely"," St Anthony (Jersey City, NJ)  "," SG "," 6-3 / 205 ","87"," 159 25 6 ","159","25","6","jagan-mosely",2016
"34","Tom Wilson"," Australian Institute of Sport (Canberra, SW)  "," SG "," 6-4 / 170 ","87"," 201 34 2 ","201","34","2","tom-wilson",2016
"43","Unique McLean"," MacDuffie School (Brooklyn, NY)  "," SG "," 6-1 / 175 ","87"," 235 43 6 ","235","43","6","unique-mclean",2016
"32","D'Marcus Simonds"," Buford (Buford, GA)  "," SG "," 6-4 / 196 ","87"," 196 32 12 ","196","32","12","d'marcus-simonds",2016
"53","Alex Hobbs"," La Porte (La Porte, TX)  "," SG "," 6-4 / 180 ","87"," 257 53 15 ","257","53","15","alex-hobbs",2016
"38","Richard Washington"," Walsingham Academy Upper School (Williamsburg, VA)  "," SG "," 6-5 / 175 ","87"," 215 38 17 ","215","38","17","richard-washington",2016
"20","De'Anthony Melton"," Crespi (Encino, CA)  "," SG "," 6-3 / 180 ","87"," 134 20 9 ","134","20","9","de'anthony-melton",2016
"40","Trey Landers"," Wayne (Dayton, OH)  "," SG "," 6-4 / 190 ","87"," 219 40 13 ","219","40","13","trey-landers",2016
"62","Jaylen Fornes"," Word Of God Christian Academy (Raleigh, NC)  "," SG "," 6-3 / 185 ","86"," 322 62 15 ","322","62","15","jaylen-fornes",2016
"79","Vijay Blackmon"," Marion (Fort Wayne, IN)  "," SG "," 6-2 / 165 ","86"," 404 79 16 ","404","79","16","vijay-blackmon",2016
"54","K.J. Santos"," Vermont Academy (Geneva, IL)  "," SG "," 6-7 / 175 ","86"," 259 54 4 ","259","54","4","kj-santos",2016
"55","Chase Harler"," Central Catholic (Wheeling, WV)  "," SG "," 6-3 / 195 ","86"," 260 55 3 ","260","55","3","chase-harler",2016
"50","Nick Sherod"," St Christopher's School (Richmond, VA)  "," SG "," 6-3 / 190 ","86"," 249 50 20 ","249","50","20","nick-sherod",2016
"80","Dimencio Vaughn"," Thurgood Marshall Academy For Learning & Social Ch (New York, NY)  "," SG "," 6-3 / 185 ","86"," 405 80 10 ","405","80","10","dimencio-vaughn",2016
"59","Nick Robinson"," Kenwood Academy (Chicago, IL)  "," SG "," 6-5 / 200 ","86"," 297 59 8 ","297","59","8","nick-robinson",2016
"30","Scott Spencer"," Blue Ridge School (Dyke, VA)  "," SG "," 6-5 / 180 ","85"," 184 30 14 ","184","30","14","scott-spencer",2016
"51","Greg Williams"," Genesis Academy (Lynchburg, VA)  "," SG "," 6-4 / 180 ","85"," 250 51 21 ","250","51","21","greg-williams",2016
"78","Ian Sistare"," Northfield Mount Hermon (Northfield, MA)  "," SG "," 6-3 / 185 ","85"," 396 78 9 ","396","78","9","ian-sistare",2016
"77","Grant Gelon"," Crown Point (Crown Point, IN)  "," SG "," 6-5 / 180 ","85"," 391 77 15 ","391","77","15","grant-gelon",2016
"61","Armoni Brooks"," McNeil (Austin, TX)  "," SG "," 6-4 / 180 ","84"," 309 61 20 ","309","61","20","armoni-brooks",2016
"60","Elijah Thomas"," Sunrise Mountain (Peoria, AZ)  "," SG "," 6-5 / 208 ","84"," 299 60 4 ","299","60","4","elijah-thomas",2016
"58","Justin Bassey"," Colorado Academy (Denver, CO)  "," SG "," 6-4 / 200 ","84"," 280 58 2 ","280","58","2","justin-bassey",2016
"57","Jordan Griffin"," Centennial (Corona, CA)  "," SG "," 6-3 / 155 ","84"," 275 57 27 ","275","57","27","jordan-griffin",2016
"74","C.J. Jones"," Central Park Christian Schools (Birmingham, AL)  "," SG "," 6-5 / 180 ","84"," 383 74 6 ","383","74","6","cj-jones",2016
"82","Tahj Eaddy"," Tennessee Preparatory Academy (Memphis, TN)  "," SG "," 6-3 / - ","84"," 414 82 8 ","414","82","8","tahj-eaddy",2016
"83","Matt Bullock"," Roselle Catholic (Roselle, NJ)  "," SG "," 6-4 / 220 ","84"," 415 83 13 ","415","83","13","matt-bullock",2016
"75","Mohamed Touray"," Legacy Charter (Bronx, NY)  "," SG "," 6-2 / 180 ","83"," 386 75 5 ","386","75","5","mohamed-touray",2016
"81","Tim Cameron"," Hargrave Military Academy (HS) (Chatham, VA)  "," SG "," 6-4 / 180 ","83"," 407 81 25 ","407","81","25","tim-cameron",2016
"76","Rakym Felder"," Abraham Lincoln (Fort Mill, SC)  "," SG "," 6-1 / 185 ","83"," 387 76 6 ","387","76","6","rakym-felder",2016
"84","Jahlil Tripp"," Abraham Lincoln (Brooklyn, NY)  "," SG "," 6-5 / 205 ","83"," 421 84 14 ","421","84","14","jahlil-tripp",2016
"64","Quinton Rose"," Bishop Kearney (Rochester, NY)  "," SG "," 6-5 / 160 ","70"," 328 64 7 ","328","64","7","quinton-rose",2016
"1","Markelle Fultz"," DeMatha Catholic (Hyattsville, MD)  "," CG "," 6-4 / 170 ","100"," 5 1 1 ","5","1","1","markelle-fultz",2016
"2","Malik Monk"," Bentonville (Lepanto, AR)  "," CG "," 6-3.5 / 187 ","99"," 11 2 1 ","11","2","1","malik-monk",2016
"4","Bruce Brown"," Vermont Academy (Boston, MA)  "," CG "," 6-4 / 201 ","98"," 28 4 1 ","28","4","1","bruce-brown",2016
"3","Kobi Simmons"," St. Francis (Alpharetta, GA)  "," CG "," 6-5 / 170 ","98"," 26 3 1 ","26","3","1","kobi-simmons",2016
"5","Andrew Jones"," MacArthur (Irving, TX)  "," CG "," 6-4 / 180 ","97"," 29 5 5 ","29","5","5","andrew-jones",2016
"6","Kyle Guy"," Lawrence Central (Indianapolis, IN)  "," CG "," 6-2 / 155 ","96"," 37 6 1 ","37","6","1","kyle-guy",2016
"9","DeJon Jarreau"," McDonogh 35 (New Orleans, LA)  "," CG "," 6-3 / 160 ","94"," 53 9 1 ","53","9","1","dejon-jarreau",2016
"8","Seventh Woods"," Hammond School (Columbia, SC)  "," CG "," 6-2 / 175 ","94"," 48 8 1 ","48","8","1","seventh-woods",2016
"7","Shamorie Ponds"," Thomas Jefferson (New York, NY)  "," CG "," 5-11 / 160 ","93"," 45 7 3 ","45","7","3","shamorie-ponds",2016
"11","Curtis Jones"," Huntington Prep (Highland Springs, VA)  "," CG "," 6-4 / 170 ","92"," 85 11 5 ","85","11","5","curtis-jones",2016
"10","Tyree Crump"," Bainbridge (Bainbridge, GA)  "," CG "," 6-3 / 175 ","92"," 75 10 4 ","75","10","4","tyree-crump",2016
"13","Skylar Mays"," University Lab (Baton Rouge, LA)  "," CG "," 6-4 / 190 ","90"," 135 13 5 ","135","13","5","skylar-mays",2016
"12","William McDowell-White"," Wishart State School (Brisbane, QL)  "," CG "," 6-5 / 185 ","89"," 125 12 1 ","125","12","1","william-mcdowell-white",2016
"17","Quentin Jackson"," Carlisle School (Raleigh, NC)  "," CG "," 6-4 / 195 ","89"," 183 17 13 ","183","17","13","quentin-jackson",2016
"20","Nikola Djogo"," Athlete Institute Basketball Academy (Toronto, ON)  "," CG "," 6-7 / 185 ","89"," 251 20 2 ","251","20","2","nikola-djogo",2016
"19","Jermaine Haley"," Sunrise Christian (Burnaby, BC)  "," CG "," 6-7 / 185 ","89"," 231 19 1 ","231","19","1","jermaine-haley",2016
"18","Dejan Vasiljevic"," Australian Institute of Sport (Canberra, SW)  "," CG "," 6-2 / 180 ","88"," 214 18 3 ","214","18","3","dejan-vasiljevic",2016
"15","Christian Vital"," St. Thomas More (Forest Hills, NY)  "," CG "," 6-2 / 164 ","87"," 166 15 3 ","166","15","3","christian-vital",2016
"14","Justice Kithcart"," Virginia Episcopal School (Lynchburg, VA)  "," CG "," 6-2 / 170 ","87"," 160 14 11 ","160","14","11","justice-kithcart",2016
"16","Bryce Peters"," Damien (La Verne, CA)  "," CG "," 6-4 / 190 ","85"," 181 16 14 ","181","16","14","bryce-peters",2016
"22","Jeff Dowtin"," St. John's College HS (Washington, DC)  "," CG "," 6-4 / - ","85"," 273 22 4 ","273","22","4","jeff-dowtin",2016
"21","C.J. Keyser"," Brewster Academy (Wolfeboro, NH)  "," CG "," 6-3 / 185 ","85"," 254 21 5 ","254","21","5","cj-keyser",2016
"23","Herb McGee"," Riverside Academy (Reserve, LA)  "," CG "," 6-2 / 175 ","85"," 331 23 12 ","331","23","12","herb-mcgee",2016
"24","Maishe Dailey"," Beachwood (Beachwood, OH)  "," CG "," 6-6 / 180 ","85"," 332 24 19 ","332","24","19","maishe-dailey",2016
"26","Davion Mintz"," North Mecklenburg (Huntersville, NC)  "," CG "," 6-4 / - ","84"," 401 26 19 ","401","26","19","davion-mintz",2016
"27","Ryan Murphy"," Calabasas (Fairfield, CT)  "," CG "," 6-1 / 170 ","83"," 417 27 9 ","417","27","9","ryan-murphy",2016
"1","Jayson Tatum"," Chaminade (Saint Louis, MO)  "," SF "," 6-8 / 208 ","99"," 4 1 1 ","4","1","1","jayson-tatum",2016
"2","Jonathan Isaac"," IMG Academy (Hollywood, FL)  "," SF "," 6-10 / 185 ","99"," 8 2 1 ","8","2","1","jonathan-isaac",2016
