"Previous.National.Ranking","Name","Hometown","Position","Height.Weight","Rating","All Ratings","National.Ranking","Position.Ranking","State.Ranking","player.id","Season"
"16","Josh Carlton"," DeMatha Catholic (Winterville, NC)  "," C "," 6-9 / 200 ","87"," 178 16 4 ","178","16","4","josh-carlton",2017
"28","Chris Yannick Sodom"," St. Thomas (Houston, TX)  "," C "," 7-3 / 225 ","87"," 266 28 21 ","266","28","21","chris-yannick-sodom",2017
"29","Galin Smith"," Clinton (Clinton, MS)  "," C "," 6-9.5 / 220 ","87"," 274 29 3 ","274","29","3","galin-smith",2017
"26","Hannes Polla"," Helsinki Basketball Academy (Finland, FINL)  "," C "," 6-11 / 265 ","87"," 258 26 1 ","258","26","1","hannes-polla",2017
"22","Olivier Sarr"," INSEP Paris (Paris, FR)  "," C "," 6-11 / 225 ","87"," 222 22 2 ","222","22","2","olivier-sarr",2017
"34","Matt Haarms"," Sunrise Christian (Wichita, KS)  "," C "," 7-2 / 220 ","87"," 352 34 6 ","352","34","6","matt-haarms",2017
"38","Darnell Brodie"," Montverde Academy (Putnam, CT)  "," C "," 6-9 / 250 ","87"," 373 38 35 ","373","38","35","darnell-brodie",2017
"35","Kentrevious Jones"," Putnam Science Academy (Macon, GA)  "," C "," 6-10 / 285 ","87"," 357 35 7 ","357","35","7","kentrevious-jones",2017
"25","Peace Ilegomah"," Montverde Academy (Montverde, FL)  "," C "," 6-10 / 230 ","87"," 253 25 27 ","253","25","27","peace-ilegomah",2017
"24","Bul Ajang"," St. Patrick (Elizabeth, NJ)  "," C "," 6-9 / 220 ","87"," 242 24 8 ","242","24","8","bul-ajang",2017
"19","Daniel Mading"," St Anthony (JERSEY CITY, NJ)  "," C "," 6-9 / 175 ","87"," 210 19 6 ","210","19","6","daniel-mading",2017
"21","Zach Brown"," Miami Beach Senior (Miami, FL)  "," C "," 7-1 / 256 ","87"," 219 21 23 ","219","21","23","zach-brown",2017
"27","Luka Kraljevic"," Don Bosco Prep Academy (Crown Point, IN)  "," C "," 6-10 / 220 ","87"," 259 27 11 ","259","27","11","luka-kraljevic",2017
"32","Cameron Krutwig"," Harry D Jacobs (Algonquin, IL)  "," C "," 6-8 / 240 ","86"," 348 32 17 ","348","32","17","cameron-krutwig",2017
"36","Felipe Haase"," Miami Christian School (Los Angeles, CA)  "," C "," 6-8 / 250 ","86"," 364 36 33 ","364","36","33","felipe-haase",2017
"30","Buay Koka"," St. Patrick (Elizabeth, NJ)  "," C "," 6-10 / 230 ","86"," 316 30 12 ","316","30","12","buay-koka",2017
"31","Leonard Allen"," Round Rock (Round Rock, TX)  "," C "," 7-0 / 200 ","86"," 329 31 27 ","329","31","27","leonard-allen",2017
"37","Khalea Turner-Morris"," New Hampton School (Reserve, LA)  "," C "," 6-9 / 245 ","86"," 365 37 11 ","365","37","11","khalea-turner-morris",2017
"42","Kolby Lee"," Rocky Mountain  (Meridian, ID)  "," C "," 6-9 / 260 ","85"," 419 42 1 ","419","42","1","kolby-lee",2017
"46","Jason Cudd"," Socastee Hi (Myrtle Beach, SC)  "," C "," 7-0 / 250 ","83"," 492 46 7 ","492","46","7","jason-cudd",2017
