"National.Ranking.espn","Name.espn","Position.espn","Hometown.High.School","Height.espn","Weight.espn","Rating.espn","School","player.id.espn","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
12,"Buay Koka","C","Elizabeth, NJThe Patrick School","7'0''",220,63,"Tulane","buay-koka","https://www.sports-reference.com/cbb/players/buay-koka-1.html","https://www.sports-reference.com/cbb/players/buay-koka-1.html","Buay Koka","        Center  ","7-0, 200lb (213cm, 90kg) ","   Nasir, South Sudan","   St. Patrick High School","Tulane"
13,"Elijah Barnes","PF","Middletown, NJMater Dei High School","6'7''",180,63,"Princeton","elijah-barnes","https://www.sports-reference.com/cbb/players/elijah-barnes-1.html","https://www.sports-reference.com/cbb/players/elijah-barnes-1.html","Elijah Barnes","        Forward  ","6-7, 215lb (201cm, 97kg) ","   Middletown, NJ","   Mater Dei High School","Princeton"
1,"Mohamed Bamba","C","Harlem, NYWesttown School","7'0''",216,96,"Texas","mohamed-bamba","https://www.sports-reference.com/cbb/players/mohamed-bamba-1.html","https://www.sports-reference.com/cbb/players/mohamed-bamba-1.html","Mohamed Bamba","        Forward  ","6-11, 225lb (211cm, 102kg) ","   Harlem, NY","   Westtown School","Texas"
2,"Nick Richards","C","Queens, NYThe Patrick School","6'11''",239,93,"Kentucky","nick-richards","https://www.sports-reference.com/cbb/players/nick-richards-1.html","https://www.sports-reference.com/cbb/players/nick-richards-2.html","Nick Richards","        Forward  ","6-11, 244lb (211cm, 110kg) ","   Kingston, Jamaica","   The Patrick School","Kentucky"
3,"Hameir Wright","SF","Albany, NYThe Albany Academy","6'7''",195,82,"Washington","hameir-wright","https://www.sports-reference.com/cbb/players/hameir-wright-1.html","https://www.sports-reference.com/cbb/players/hameir-wright-1.html","Hameir Wright","        Forward  ","6-9, 215lb (206cm, 97kg) ","   Albany, NY","   The Albany Academy","Washington"
4,"Brandon Randolph","SG","Yonkers, NYWesttown School","6'6''",180,89,"Arizona","brandon-randolph","https://www.sports-reference.com/cbb/players/brandon-randolph-1.html","https://www.sports-reference.com/cbb/players/brandon-randolph-2.html","Brandon Randolph","        Guard  ","6-6, 175lb (198cm, 79kg) ","   Yonkers, NY","   Westtown School","Arizona"
5,"Jordan Nwora","PF","Buffalo, NYVermont Academy","6'8''",220,86,"Louisville","jordan-nwora","https://www.sports-reference.com/cbb/players/jordan-nwora-1.html","https://www.sports-reference.com/cbb/players/jordan-nwora-1.html","Jordan Nwora","        Forward  ","6-7, 225lb (201cm, 102kg) ","   Buffalo, NY","   Canisius High School","Louisville"
8,"Andrew Platek","SG","Guilderland, NYNorthfield-Mt. Hermon School","6'4''",180,80,"UNC","andrew-platek","https://www.sports-reference.com/cbb/players/andrew-platek-1.html","https://www.sports-reference.com/cbb/players/andrew-platek-1.html","Andrew Platek","        Guard  ","6-3, 200lb (190cm, 90kg) ","   Guilderland, NY","   Northfield Mount Hermon School","UNC"
9,"Mamadou Doucoure","C","Centereach, NYOur Savior New American School","6'8''",260,80,"Rutgers","mamadou-doucoure","https://www.sports-reference.com/cbb/players/mamadou-doucoure-1.html","https://www.sports-reference.com/cbb/players/mamadou-doucoure-1.html","Mamadou Doucoure","        Forward  ","6-9, 243lb (206cm, 110kg) ","   Bamako, Mali","   Our Savior New American School","Rutgers"
10,"Jose Alvarado","PG","Brooklyn, NYChrist the King High School","5'11''",NA,80,"Georgia Tech","jose-alvarado","https://www.sports-reference.com/cbb/players/jose-alvarado-1.html","https://www.sports-reference.com/cbb/players/jose-alvarado-1.html","Jose Alvarado","        Guard  ","6-0, 176lb (183cm, 79kg) ","   Brooklyn, NY","   Christ The King Regional High School","Georgia Tech"
14,"Nahziah Carter","SF","Rochester, NYBishop Kearney High School","6'6''",NA,75,"Washington","nahziah-carter","https://www.sports-reference.com/cbb/players/nahziah-carter-1.html","https://www.sports-reference.com/cbb/players/nahziah-carter-1.html","Nahziah Carter","        Forward  ","6-6, 205lb (198cm, 92kg) ","   Rochester, NY","   Bishop Kearney High School","Washington"
1,"Ty-Shon Alexander","SG","Charlotte, NCOak Hill Academy","6'4''",190,84,"Creighton","ty-shon-alexander","https://www.sports-reference.com/cbb/players/ty-shon-alexander-1.html","https://www.sports-reference.com/cbb/players/ty-shon-alexander-1.html","Ty-Shon Alexander","        Guard  ","6-4, 195lb (193cm, 88kg) ","   Charlotte, NC","   Oak Hill Academy","Creighton"
2,"Lavar Batts","PG","Concord, NCJ. M. Robinson High School","6'2''",165,83,"NC State","lavar-batts","https://www.sports-reference.com/cbb/players/lavar-batts-1.html","https://www.sports-reference.com/cbb/players/lavar-battsjr-1.html","Lavar Batts Jr.","        Guard  ","6-3, 185lb (190cm, 83kg) ","   Concord, NC","   Jay M. Robinson High School","Schools: NC State and UNC Asheville"
3,"Blake Harris","PG","Chapel Hill, NCWord of God Christian Academy","6'3''",190,83,"Missouri","blake-harris","https://www.sports-reference.com/cbb/players/blake-harris-1.html","https://www.sports-reference.com/cbb/players/blake-harris-1.html","Blake Harris","        Guard  ","6-3, 190lb (190cm, 86kg) ","   Chapel Hill, NC","   Word of God Christian Academy","Schools: Missouri and NC State"
4,"Thomas Allen","SG","Raleigh, NCBrewster Academy","6'0''",170,83,"Nebraska","thomas-allen","https://www.sports-reference.com/cbb/players/thomas-allen-1.html","https://www.sports-reference.com/cbb/players/thomas-allen-1.html","Thomas Allen","        Guard  ","6-1, 184lb (185cm, 83kg) ","   Raleigh, NC","   Brewster Academy","Nebraska"
5,"Justyn Hamilton","PF","Charlotte, NCIndependence High School","6'10''",190,81,"Temple","justyn-hamilton","https://www.sports-reference.com/cbb/players/justyn-hamilton-1.html","https://www.sports-reference.com/cbb/players/justyn-hamilton-1.html","Justyn Hamilton","        Forward  ","6-10, 190lb (208cm, 86kg) ","   Charlotte, NC","   Independence High School","Temple"
6,"Brandon Huffman","C","Raleigh, NCWord of God Christian Academy","6'9''",250,81,"UNC","brandon-huffman","https://www.sports-reference.com/cbb/players/brandon-huffman-1.html","https://www.sports-reference.com/cbb/players/brandon-huffman-1.html","Brandon Huffman","        Forward  ","6-10, 250lb (208cm, 113kg) ","   Goldsboro, NC","   Word of God Christian Academy","UNC"
7,"J.P. Moorman","SF","Greensboro, NCGreensboro Day School","6'7''",205,80,"Temple","jp-moorman","https://www.sports-reference.com/cbb/players/jp-moorman-1.html","https://www.sports-reference.com/cbb/players/jp-moorman-1.html","J.P. Moorman","        Forward  ","6-7, 205lb (201cm, 92kg) ","   Greensboro, NC","   Greensboro Day School","Temple"
9,"Michael Hueitt Jr.","SG","Fayetteville, NCNorthwood Temple Academy","6'3''",175,78,"Old Dominion","michael-hueittjr","https://www.sports-reference.com/cbb/players/michael-hueittjr-1.html","https://www.sports-reference.com/cbb/players/michael-hueittjr-1.html","Michael Hueitt Jr","        Guard  ","6-3, 160lb (190cm, 72kg) ","   Fayetteville, NC","   Northwood Temple Academy","Old Dominion"
10,"David Caraher","SF","Chapel Hill, NCWesleyan Christian Academy","6'5''",NA,75,"Houston Baptist","david-caraher","https://www.sports-reference.com/cbb/players/david-caraher-1.html","https://www.sports-reference.com/cbb/players/david-caraher-1.html","David Caraher","        Forward  ","6-6, 220lb (198cm, 99kg) ","   Chapel Hill, NC","   Wesleyan Christian Academy","Schools: Houston Baptist and St. John's (NY)"
1,"Kaleb Wesson","C","Westerville, OHWesterville South High School","6'9''",316,85,"Ohio State","kaleb-wesson","https://www.sports-reference.com/cbb/players/kaleb-wesson-1.html","https://www.sports-reference.com/cbb/players/kaleb-wesson-1.html","Kaleb Wesson","        Forward  ","6-9, 270lb (206cm, 122kg) ","   Westerville, OH","   Westerville South High School","Ohio State"
2,"Kyle Young","SF","Massillon, OHJackson High School","6'7''",210,83,"Ohio State","kyle-young","https://www.sports-reference.com/cbb/players/kyle-young-1.html","https://www.sports-reference.com/cbb/players/kyle-young-3.html","Kyle Young","        Forward  ","6-8, 205lb (203cm, 92kg) ","   Canton, OH","   Jackson High School","Ohio State"
3,"Sterling Manley","C","Pickerington, OHPickerington Central High School","6'10''",220,77,"UNC","sterling-manley","https://www.sports-reference.com/cbb/players/sterling-manley-1.html","https://www.sports-reference.com/cbb/players/sterling-manley-1.html","Sterling Manley","        Forward  ","6-11, 235lb (211cm, 106kg) ","   Pickerington, OH","   Pickerington Central","UNC"
5,"Derek Koch","PF","West Salem, OHNorthwestern High School","6'8''",225,73,"Bowling Green","derek-koch","https://www.sports-reference.com/cbb/players/derek-koch-1.html","https://www.sports-reference.com/cbb/players/derek-koch-1.html","Derek Koch","        Forward  ","6-9, 260lb (206cm, 117kg) ","   West Salem, OH","   Northwestern High School","Bowling Green State"
6,"Caden Sanchez","C","Columbus, OHDeSales High School","6'8''",235,69,"High Point","caden-sanchez","https://www.sports-reference.com/cbb/players/caden-sanchez-1.html","https://www.sports-reference.com/cbb/players/caden-sanchez-1.html","Caden Sanchez","        Forward  ","6-8, 255lb (203cm, 115kg) ","   Columbus, OH","   St. Francis DeSales HS","High Point"
1,"Trae Young","PG","Norman, OKNorman North High School","6'2''",170,93,"Oklahoma","trae-young","https://www.sports-reference.com/cbb/players/trae-young-1.html","https://www.sports-reference.com/cbb/players/trae-young-1.html","Trae Young","        Guard  ","6-2, 180lb (188cm, 81kg) ","   Norman, OK","   Norman High School","Oklahoma"
2,"Elijah Landrum","PG","Tulsa, OKTulsa Central High School","6'0''",180,81,"SMU","elijah-landrum","https://www.sports-reference.com/cbb/players/elijah-landrum-1.html","https://www.sports-reference.com/cbb/players/elijah-landrum-1.html","Elijah Landrum","        Guard  ","6-0, 180lb (183cm, 81kg) ","   Tulsa, OK","   Central High School","SMU"
3,"Brady Manek","PF","Harrah, OKHarrah High School","6'9''",195,81,"Oklahoma","brady-manek","https://www.sports-reference.com/cbb/players/brady-manek-1.html","https://www.sports-reference.com/cbb/players/brady-manek-1.html","Brady Manek","        Forward  ","6-9, 222lb (206cm, 100kg) ","   Harrah, OK","   Harrah High School","Oklahoma"
4,"Curtis Haywood II","SF","Yukon, OKBrewster Academy","6'5''",180,80,"Georgia Tech","curtis-haywoodii","https://www.sports-reference.com/cbb/players/curtis-haywoodii-1.html","https://www.sports-reference.com/cbb/players/curtis-haywoodii-1.html","Curtis Haywood II","        Guard  ","6-5, 202lb (196cm, 91kg) ","   Oklahoma City, OK","   Brewster Academy","Georgia Tech"
5,"Ethan Chargois","C","Tulsa, OKUnion City High School","6'9''",235,78,"SMU","ethan-chargois","https://www.sports-reference.com/cbb/players/ethan-chargois-1.html","https://www.sports-reference.com/cbb/players/ethan-chargois-1.html","Ethan Chargois","        Forward  ","6-9, 235lb (206cm, 106kg) ","   Tulsa, OK","   Union High School","SMU"
6,"Marques Wilson","SG","Edmond, OKEdmond North High School","6'4''",NA,78,"Lehigh","marques-wilson","https://www.sports-reference.com/cbb/players/marques-wilson-1.html","https://www.sports-reference.com/cbb/players/marques-wilson-1.html","Marques Wilson","        Guard  ","6-4, 210lb (193cm, 95kg) ","   Edmond, OK","   Edmond North High School","Lehigh"
