"National.Ranking","Name","Position","Hometown.High.School","Height","Weight","Rating","School","player.id","bball.ref.link.espn","link","Name","Position","Height.Weight","Hometown","High.School","College"
5,"Kaleb Johnson","SF","Martinsville, VACarlisle School","6'6''",185,81,"Georgetown","kaleb-johnson","https://www.sports-reference.com/cbb/players/kaleb-johnson-1.html","https://www.sports-reference.com/cbb/players/kaleb-johnson-1.html","Kaleb Johnson","        Guard  ","6-7, 220lb (201cm, 99kg) ","   South Hill, VA","   Carlisle School","Georgetown"
6,"Justin Robinson","PG","Manassas, VASt. James School","6'1''",178,80,"Virginia Tech","justin-robinson","https://www.sports-reference.com/cbb/players/justin-robinson-1.html","https://www.sports-reference.com/cbb/players/justin-robinson-3.html","Justin Robinson","        Guard  ","6-2, 195lb (188cm, 88kg) ","   Manassas, VA","   St. James School","Virginia Tech"
7,"Sam Miller","PF","Arlington, VAGonzaga College High School","6'7''",215,78,"Dayton","sam-miller","https://www.sports-reference.com/cbb/players/sam-miller-1.html","https://www.sports-reference.com/cbb/players/sam-miller-1.html","Sam Miller","        Forward  ","6-9, 240lb (206cm, 108kg) ","   Arlington, VA","   Gonzaga College HS","Schools: Dayton and College of Charleston"
8,"Delante Jones","SF","Lynchburg, VAVirginia Episcopal School","6'6''",190,75,"American","delante-jones","https://www.sports-reference.com/cbb/players/delante-jones-1.html","https://www.sports-reference.com/cbb/players/delante-jones-1.html","Delante Jones","        Guard-Forward  ","6-5, 195lb (196cm, 88kg) ","   Chantilly, VA","   Virginia Episcopal School","Schools: American and Seattle"
9,"Brandon Kamga","SF","Reston, VASouth Lakes High School","6'5''",210,67,"Northeastern","brandon-kamga","https://www.sports-reference.com/cbb/players/brandon-kamga-1.html","https://www.sports-reference.com/cbb/players/brandon-kamga-1.html","Brandon Kamga","        Guard  ","6-5, 215lb (196cm, 97kg) ","   Reston, VA","   South Lakes HS","Schools: Northeastern and High Point"
10,"Marcus Evans","PG","Virginia Beach, VACape Henry Collegiate School","6'2''",185,66,"Rice","marcus-evans","https://www.sports-reference.com/cbb/players/marcus-evans-1.html","https://www.sports-reference.com/cbb/players/marcus-evans-2.html","Marcus Evans","        Guard  ","6-2, 190lb (188cm, 86kg) ","   Chesapeake, VA","   Cape Henry Collegiate School (VA)","Schools: Rice and VCU"
11,"Collin Goss","PF","Manassas, VASt. Stephen's & St. Agnes School","6'10''",215,65,"George Washington","collin-goss","https://www.sports-reference.com/cbb/players/collin-goss-1.html","https://www.sports-reference.com/cbb/players/collin-goss-1.html","Collin Goss","        Forward  ","6-11, 230lb (211cm, 104kg) ","   Manassas, VA","   St. Stephens & St. Agnes HS","Schools: George Washington and Delaware"
13,"Adam Pickett","PG","Shipman, VAStuart Hall School","6'1''",175,59,"Winthrop","adam-pickett","https://www.sports-reference.com/cbb/players/adam-pickett-1.html","https://www.sports-reference.com/cbb/players/adam-pickett-1.html","Adam Pickett","        Guard  ","6-1, 195lb (185cm, 88kg) ","   Staunton, VA","   Stuart Hall HS","Winthrop"
1,"Allonzo Trier","SG","Seattle, WAFindlay College Prep","6'4''",190,90,"Arizona","allonzo-trier","https://www.sports-reference.com/cbb/players/allonzo-trier-1.html","https://www.sports-reference.com/cbb/players/allonzo-trier-1.html","Allonzo Trier","        Guard  ","6-4, 190lb (193cm, 86kg) ","   Seattle, WA","   Montrose Christian (MD) / Findlay Prep (NV)","Arizona"
2,"Dejounte Murray","SG","Seattle, WARainier Beach High School","6'5''",175,86,"Washington","dejounte-murray","https://www.sports-reference.com/cbb/players/dejounte-murray-1.html","https://www.sports-reference.com/cbb/players/dejounte-murray-1.html","Dejounte Murray","        Guard  ","6-5, 170lb (196cm, 77kg) ","   Seattle, WA","   Rainier Beach HS","Washington"
3,"Matisse Thybulle","SF","Sammamish, WAEastside Catholic High School","6'6''",185,80,"Washington","matisse-thybulle","https://www.sports-reference.com/cbb/players/matisse-thybulle-1.html","https://www.sports-reference.com/cbb/players/matisse-thybulle-1.html","Matisse Thybulle","        Guard-Forward  ","6-5, 195lb (196cm, 88kg) ","   Issaquah, WA","   Eastside Catholic HS","Washington"
4,"Mandrell Worthy","SG","Sammamish, WAEastside Catholic High School","6'2''",180,73,"Montana St","mandrell-worthy","https://www.sports-reference.com/cbb/players/mandrell-worthy-1.html","https://www.sports-reference.com/cbb/players/mandrell-worthy-1.html","Mandrell Worthy","        Guard  ","6-2, 180lb (188cm, 81kg) ","   Federal Way, WA","   Eastside Catholic HS","Montana State"
5,"Dominic Green","SF","Renton, WAHazen High School","6'6''",175,72,"Washington","dominic-green","https://www.sports-reference.com/cbb/players/dominic-green-1.html","https://www.sports-reference.com/cbb/players/dominic-green-2.html","Dominic Green","        Forward  ","6-6, 190lb (198cm, 86kg) ","   Renton, WA","   Hazen HS","Washington"
6,"Robert Franks","C","Vancouver, WAEvergreen High School","6'7''",175,69,"Washington St","robert-franks","https://www.sports-reference.com/cbb/players/robert-franks-1.html","https://www.sports-reference.com/cbb/players/robert-franks-1.html","Robert Franks","        Forward  ","6-9, 225lb (206cm, 102kg) ","   Vancouver, WA","   Evergreen HS","Washington State"
7,"Kyle Foreman","PG","Clyde Hill, WABellevue High School","6'1''",155,69,"Boston U","kyle-foreman","https://www.sports-reference.com/cbb/players/kyle-foreman-1.html","https://www.sports-reference.com/cbb/players/kyle-foreman-1.html","Kyle Foreman","        Guard  ","6-1, 165lb (185cm, 74kg) ","   Clyde Hill, WA","   Bellevue High School","Boston University"
8,"Hank Hollingsworth","C","Chelan, WAChelan High School","6'10''",220,67,"Cal Poly","hank-hollingsworth","https://www.sports-reference.com/cbb/players/hank-hollingsworth-1.html","https://www.sports-reference.com/cbb/players/hank-hollingsworth-1.html","Hank Hollingsworth","        Forward  ","6-10, 235lb (208cm, 106kg) ","   Chelan, WA","   Chelan HS","Cal Poly"
10,"Vionte Daniels","SG","Federal Way, WAFederal Way High School","6'1''",160,63,"Washington St","vionte-daniels","https://www.sports-reference.com/cbb/players/vionte-daniels-1.html","https://www.sports-reference.com/cbb/players/vionte-daniels-1.html","Viont'e Daniels","        Guard  ","6-2, 175lb (188cm, 79kg) ","   Federal Way, WA","   Federal Way","Washington State"
1,"Henry Ellenson","PF","Rice Lake, WIRice Lake High School","6'10''",230,96,"Marquette","henry-ellenson","https://www.sports-reference.com/cbb/players/henry-ellenson-1.html","https://www.sports-reference.com/cbb/players/henry-ellenson-1.html","Henry Ellenson","        Forward  ","6-10, 245lb (208cm, 111kg) ","   Rice Lake, WI","   Rice Lake HS","Marquette"
2,"Diamond Stone","C","Milwaukee, WIDominican High School","6'10''",250,95,"Maryland","diamond-stone","https://www.sports-reference.com/cbb/players/diamond-stone-1.html","https://www.sports-reference.com/cbb/players/diamond-stone-1.html","Diamond Stone","        Center  ","6-11, 255lb (211cm, 115kg) ","   Milwaukee, WI","   Dominican HS","Maryland"
5,"Brevin Pritzl","SG","De Pere, WIDe Pere High School","6'3''",185,80,"Wisconsin","brevin-pritzl","https://www.sports-reference.com/cbb/players/brevin-pritzl-1.html","https://www.sports-reference.com/cbb/players/brevin-pritzl-1.html","Brevin Pritzl","        Guard  ","6-3, 198lb (190cm, 89kg) ","   De Pere, WI","   De Pere HS","Wisconsin"
